,rng_tp_mean,rng_tp_std,test_tm,deeptune_tp_mean,deeptune_tp_std,deeptune_tm,bayes-opt_tp_mean,bayes-opt_tp_std,bayes-opt_tm
157,12176.446899999999,16303.638403996925,4602.191240638424,34711.6281,13489.817353129709,4596.971317595743,12909.754300000002,17605.074633659824,4810.9715515076405
158,12178.236499999999,16302.31180905502,4631.218156452095,35038.2252,13313.004316211985,4626.279923528363,13129.256700000002,17749.124671253794,4841.204825754082
159,11875.241600000001,16188.594514791377,4660.517007688865,35065.5783,13329.371188478251,4655.4772902678615,13141.7375,17740.432202757707,4871.377327303276
160,11874.553800000002,16189.092813165338,4689.617489461539,35121.0956,13351.56279910942,4684.943017820702,13512.7073,17852.64877670649,4901.932209853766
161,11447.700900000003,15929.499653204497,4718.641144537219,35138.6722,13361.988326073526,4714.212141160606,13512.146200000001,17853.06865247461,4932.215591930636
162,11314.247100000002,15967.383350021773,4747.629127101427,35298.131299999994,13346.550852851058,4743.405287288913,13513.7147,17851.888477880286,4962.9679911894855
163,11314.493200000003,15967.211369673658,4776.553230611797,35283.3446,13339.405952783685,4772.5640409751,13515.026899999999,17850.900187602514,4993.720503656383
164,11554.946800000002,16154.921450163098,4805.609650733697,35279.5894,13337.25112327805,4801.658224193569,13516.6132,17849.706313622075,5024.629714372384
165,11554.712000000001,16155.086977352801,4834.7395496333675,35386.0991,13356.177415157234,4830.884532811869,13516.341600000002,17849.909405163136,5055.520184751852
166,11542.2341,16163.410477291423,4864.115579206105,35366.9197,13343.504018395504,4860.186000343665,13514.582600000002,17851.23234884077,5086.413819629308
167,11542.888200000001,16162.948167059769,4893.09581813347,35606.165100000006,13172.132044937865,4889.732263404486,13083.7849,17647.77873589815,5116.882625670549
168,11650.4725,16130.841467727985,4922.170298182441,35665.648400000005,13192.919587843151,4918.886124940035,12826.8387,17634.841083323583,5147.327468239738
169,11737.549099999998,16107.37064133542,4951.352030922673,35691.843400000005,13208.925170440418,4948.13147934623,12805.7356,17648.711089598884,5178.89925377538
170,11737.3794,16107.492467744745,4980.351539629743,35637.3538,13189.165641617044,4977.483203341269,13162.6974,17749.9413133344,5208.880835789487
171,11735.781200000001,16108.648625673246,5009.558249594826,36065.6796,12711.86306753726,5006.654298561857,13120.6563,17682.731223939114,5240.28081453051
172,11707.3899,16126.520686573933,5038.799850464414,36091.7042,12692.788721865198,5036.034613253732,13125.461400000002,17688.482177381815,5271.252343178342
173,11714.720199999998,16121.364072118093,5067.895235555856,36078.46070000001,12685.594003313621,5065.4461383825055,13488.044199999998,17787.13726098324,5301.500720518319
174,12067.131499999996,16249.782016791942,5096.809364516343,35915.32200000001,12691.496037365492,5094.714928644388,13064.013299999999,17597.091390447233,5331.735395152176
175,11644.008499999996,16001.12467177338,5125.815501536174,36340.15050000001,12183.148947396676,5123.802288491334,13063.9892,17597.109067089496,5361.425676430507
176,11637.225299999998,15987.70520341212,5155.230403216779,36351.7035,12190.089243001905,5152.977847899243,12808.003599999998,17596.860113347353,5392.370564731062
177,11637.225299999998,15987.70520341212,5184.437113324506,36330.5739,12180.34448080898,5182.562876017989,13233.664299999999,17798.481741085012,5422.7267985738345
178,11638.7894,15986.574456922272,5213.648792707662,36376.6464,12196.31456950939,5211.943131963118,13598.554399999997,17897.244796430332,5453.101276123266
179,11344.412000000002,15923.665634838104,5242.68879142606,36194.113399999995,12237.470242724206,5241.328333580237,13630.975599999998,17943.328650954947,5484.098457010624
180,11344.7171,15923.451281974914,5272.094734003869,36562.082599999994,11684.461250722572,5270.540122898457,13630.670699999999,17943.55760914492,5514.860494425622
181,11332.241899999999,15931.72626217741,5301.26522482621,36579.7857,11694.236951424,5300.119685223429,13198.981799999998,17745.833492552745,5545.515386950844
182,11333.903100000001,15930.553399943876,5330.4943691256885,36626.48789999999,11705.23569991722,5329.46676267373,12780.719099999997,17553.999667610064,5576.106439686144
183,11321.359699999999,15938.860535579854,5359.430529631747,36995.7491,11111.478904447968,5358.870334720935,12781.928699999999,17553.123209829395,5607.1497466937435
184,11309.157,15946.923207490247,5388.465727066493,37051.5329,11129.129173676465,5387.979339398517,12341.796199999999,17310.165909973988,5636.9058992619275
185,11313.8864,15956.08678092467,5417.497140790495,37239.1112,11072.993250142463,5417.1878080124625,12341.664899999998,17310.258413638687,5667.4440266146985
